Term,LoanStatus,BorrowerAPR,BorrowerRate,ProsperRating,ListingCategory,BorrowerState,Occupation,EmploymentStatus,IncomeRange,StatedMonthlyIncome,LoanOriginalAmount,LoanOriginationDate,MonthlyLoanPayment,LoanOriginationYear
36,Completed,0.35797,0.3177,HR,Household Expenses,PA,Engineer - Mechanical,Employed,"$25,000-49,999",3687.5,4000,2012-07-25,173.71,2012
12,Completed,0.30461,0.2254,E,Other,MN,Other,Not employed,Not employed,0.0,2000,2012-09-24,187.71,2012
36,Completed,0.35356,0.3134,HR,Taxes,CA,Retail Management,Employed,"$25,000-49,999",3583.333333,2000,2013-01-24,86.38,2013
36,Completed,0.09794,0.0945,AA,Debt Consolidation,IN,Professional,Full-time,"$75,000-99,999",6666.666667,25000,2009-12-30,800.24,2009
60,Completed,0.20593,0.1819,B,Home Improvement,MA,Other,Employed,"$25,000-49,999",3916.666667,8500,2013-06-26,216.72,2013
36,Completed,0.31053,0.275,D,Debt Consolidation,IL,Computer Programmer,Full-time,"$75,000-99,999",6875.0,6500,2010-08-03,267.11,2010
36,Completed,0.15651,0.135,B,Debt Consolidation,VA,Civil Service,Full-time,"$100,000+",9311.083333,2500,2010-06-09,84.84,2010
36,Completed,0.38443,0.322,E,Other,CA,Other,Not employed,Not employed,0.0,1000,2010-12-21,43.67,2010
60,Completed,0.21392,0.1897,B,Debt Consolidation,WA,Professional,Employed,"$100,000+",10000.0,17500,2012-09-14,453.67,2012
12,Completed,0.16803,0.1109,B,Debt Consolidation,OH,Computer Programmer,Employed,"$75,000-99,999",6416.666667,4981,2013-03-01,440.46,2013
36,Completed,0.35797,0.3177,HR,Other,OH,Biologist,Employed,"$50,000-74,999",4833.333333,2000,2012-10-26,86.85,2012
36,Completed,0.15894,0.1374,A,Business,FL,Accountant/CPA,Self-employed,"$100,000+",14166.666667,3000,2010-02-19,102.15,2010
36,Completed,0.06888,0.0655,AA,Auto,WV,Teacher,Employed,"$25,000-49,999",3000.0,2500,2011-01-28,76.68,2011
36,Completed,0.34887,0.3125,HR,Other,TX,Professional,Employed,"$75,000-99,999",6833.333333,3000,2011-04-12,129.42,2011
36,Completed,0.07339,0.07,AA,Business,WY,Executive,Full-time,"$50,000-74,999",5000.0,1000,2009-12-23,30.88,2009
36,Completed,0.28339,0.2449,D,Household Expenses,PA,Professional,Employed,"$50,000-74,999",4166.666667,9000,2012-09-13,355.42,2012
36,Completed,0.12511,0.104,A,Other,IL,Other,Full-time,"$25,000-49,999",3416.666667,5000,2009-11-27,162.28,2009
36,non-remittance,0.26681,0.2287,D,Household Expenses,NJ,Administrative Assistant,Full-time,"$1-24,999",2033.333333,2000,2012-05-25,77.28,2012
60,non-remittance,0.29464,0.2684,D,Debt Consolidation,NC,Professional,Employed,"$25,000-49,999",3583.333333,11500,2012-09-28,350.06,2012
36,Completed,0.26282,0.2399,D,Debt Consolidation,AL,Religious,Full-time,"$25,000-49,999",2840.083333,3500,2010-03-23,131.5,2010
36,non-remittance,0.30532,0.2699,D,Debt Consolidation,CA,Engineer - Electrical,Employed,"$100,000+",11666.666667,10000,2011-08-25,408.2,2011
36,Completed,0.10375,0.0829,A,Auto,VA,Accountant/CPA,Employed,"$50,000-74,999",6233.333333,7500,2011-03-31,236.03,2011
36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,CA,Construction,Employed,"$50,000-74,999",6072.0,4000,2012-06-22,173.71,2012
60,Completed,0.28386,0.2579,D,Debt Consolidation,FL,Other,Employed,"$25,000-49,999",3081.666667,8000,2013-05-22,238.53,2013
36,Completed,0.07439,0.071,AA,Auto,MT,Other,Full-time,"$25,000-49,999",2500.0,2500,2010-02-26,77.31,2010
36,non-remittance,0.15732,0.1358,A,Home Improvement,CA,Professional,Full-time,"$100,000+",13750.0,4500,2009-09-30,152.88,2009
12,Completed,0.13696,0.0608,A,Business,CA,Computer Programmer,Employed,"$75,000-99,999",6250.0,2000,2012-04-13,0.0,2012
36,Completed,0.202,0.1799,B,Home Improvement,TX,Other,Employed,"$25,000-49,999",3350.0,5000,2011-09-29,180.74,2011
36,Completed,0.17069,0.149,B,Debt Consolidation,VA,Computer Programmer,Employed,"$100,000+",8664.083333,15000,2010-11-26,519.25,2010
60,Completed,0.27246,0.2468,C,Debt Consolidation,MA,Retail Management,Employed,"$50,000-74,999",4166.666667,15000,2012-03-23,437.46,2012
36,Completed,0.30532,0.2699,D,Debt Consolidation,MA,Other,Employed,"$1-24,999",1666.666667,2500,2011-09-13,102.05,2011
36,Completed,0.35797,0.3177,HR,Debt Consolidation,GA,Professor,Employed,"$50,000-74,999",4333.333333,4000,2012-02-29,173.71,2012
60,Completed,0.26528,0.2398,C,Debt Consolidation,VA,Other,Employed,"$75,000-99,999",6250.0,12000,2013-02-05,345.08,2013
36,Completed,0.25424,0.2199,D,Auto,IN,Engineer - Mechanical,Employed,"$50,000-74,999",5000.0,7500,2011-02-25,286.39,2011
36,Completed,0.35643,0.3199,HR,Business,CA,Other,Self-employed,"$50,000-74,999",4166.666667,4000,2011-09-30,174.2,2011
60,Completed,0.23718,0.2124,B,Business,WA,Computer Programmer,Employed,"$100,000+",8333.333333,2000,2012-10-05,54.38,2012
36,Completed,0.35797,0.3177,HR,Home Improvement,NJ,Executive,Employed,"$100,000+",37500.0,4000,2012-11-08,173.71,2012
36,Completed,0.21372,0.1768,B,Other,NH,Sales - Retail,Employed,"$25,000-49,999",2500.0,2500,2012-05-17,89.98,2012
36,Completed,0.21372,0.1768,B,Large Purchases,WV,Doctor,Employed,"$100,000+",10000.0,7500,2012-05-31,269.94,2012
36,Completed,0.35811,0.32,HR,Other,AR,Waiter/Waitress,Full-time,"$25,000-49,999",2083.333333,1600,2010-08-11,0.0,2010
60,Completed,0.33709,0.3097,E,Debt Consolidation,MN,Other,Employed,"$1-24,999",1233.333333,4000,2012-12-10,131.81,2012
36,non-remittance,0.35797,0.3177,HR,Other,MD,Other,Other,"$25,000-49,999",2916.666667,4000,2012-03-05,173.71,2012
36,Completed,0.17069,0.149,B,Debt Consolidation,AL,Food Service,Full-time,"$1-24,999",2000.0,8000,2010-11-16,276.93,2010
36,Completed,0.33038,0.3065,C,Debt Consolidation,OH,Chemist,Full-time,"$75,000-99,999",7166.666667,9500,2010-01-15,406.68,2010
60,non-remittance,0.26887,0.2433,C,Debt Consolidation,NV,Doctor,Employed,"$100,000+",34813.25,25000,2012-07-31,724.0,2012
36,Completed,0.16005,0.1385,B,Auto,NE,Laborer,Part-time,"$1-24,999",600.0,2000,2010-07-27,66.92,2010
36,Completed,0.36665,0.3395,E,Other,WA,Other,Retired,"$25,000-49,999",3833.333333,1500,2009-10-22,66.97,2009
36,Completed,0.12782,0.0999,A,Other,CA,Professional,Employed,"$100,000+",9133.333333,6000,2012-01-30,193.57,2012
36,non-remittance,0.27285,0.2346,D,Other,CA,Other,Employed,"$25,000-49,999",2666.666667,5000,2013-01-25,194.75,2013
36,Completed,0.28574,0.2625,D,Other,WA,Tradesman - Carpenter,Full-time,"$50,000-74,999",5395.0,4000,2010-05-28,161.7,2010
12,Completed,0.15077,0.0929,A,Business,CA,Executive,Employed,"$100,000+",11215.833333,2854,2011-10-26,249.97,2011
36,Completed,0.09333,0.0899,AA,Other,NJ,Analyst,Employed,"$100,000+",12500.0,15000,2011-08-11,476.93,2011
36,Completed,0.33097,0.295,D,Other,UT,Skilled Labor,Employed,"$25,000-49,999",2333.333333,2000,2011-01-11,84.36,2011
36,Completed,0.33665,0.2969,E,Debt Consolidation,IL,Other,Employed,"$25,000-49,999",3702.916667,4000,2012-07-30,169.13,2012
36,Completed,0.10846,0.105,AA,Other,IL,Engineer - Electrical,Full-time,"$50,000-74,999",5416.666667,12500,2009-11-05,406.28,2009
36,Completed,0.09736,0.0839,AA,Debt Consolidation,MN,Analyst,Employed,"$50,000-74,999",4166.666667,6500,2012-09-06,204.86,2012
36,Completed,0.08591,0.0825,AA,Business,MI,Teacher,Employed,"$50,000-74,999",5816.0,13000,2010-09-16,408.87,2010
36,non-remittance,0.32333,0.2839,E,Other,NJ,Civil Service,Employed,"$75,000-99,999",6833.333333,4000,2012-09-10,166.3,2012
36,non-remittance,0.30182,0.2625,D,Other,OK,Food Service,Full-time,"$1-24,999",1750.0,1000,2010-03-16,40.42,2010
36,Completed,0.12137,0.092,A,Other,WV,Executive,Full-time,"$50,000-74,999",4166.666667,1200,2010-07-20,38.27,2010
36,Completed,0.14328,0.1151,A,Vacation,NY,Food Service Management,Employed,"$75,000-99,999",6833.333333,7000,2012-07-23,230.87,2012
60,non-remittance,0.20358,0.1845,B,Other,MI,Teacher,Employed,"$25,000-49,999",3333.333333,15000,2012-02-06,384.58,2012
36,Completed,0.24614,0.2085,D,Debt Consolidation,CA,Other,Employed,"$75,000-99,999",7500.0,15000,2013-11-04,563.97,2013
36,Completed,0.2951,0.2599,D,Other,IL,Accountant/CPA,Employed,"$75,000-99,999",6250.0,3000,2011-03-30,120.86,2011
36,Completed,0.202,0.1799,B,Debt Consolidation,TX,Scientist,Employed,"$25,000-49,999",3747.0,15000,2011-11-03,542.21,2011
36,Completed,0.11296,0.092,A,Debt Consolidation,TN,Other,Retired,"$1-24,999",1761.333333,4200,2010-06-04,133.95,2010
36,Completed,0.36387,0.3395,D,Debt Consolidation,MO,Clerical,Full-time,"$50,000-74,999",4295.75,5700,2010-07-29,254.47,2010
36,Completed,0.35285,0.3127,HR,Debt Consolidation,NY,Engineer - Mechanical,Employed,"$100,000+",9011.666667,4000,2011-12-14,172.6,2011
36,Completed,0.25781,0.2199,D,Debt Consolidation,NY,Other,Employed,"$50,000-74,999",4583.333333,15000,2013-01-17,572.78,2013
60,Completed,0.32958,0.3049,D,Debt Consolidation,NH,Retail Management,Employed,"$75,000-99,999",6250.0,7700,2011-08-03,251.44,2011
36,Completed,0.2129,0.176,C,Other,CA,Professional,Employed,"$75,000-99,999",7083.333333,3400,2013-11-06,122.24,2013
36,Completed,0.33393,0.31,HR,Other,IN,Retail Management,Full-time,"$50,000-74,999",4333.333333,2000,2010-02-04,86.0,2010
36,Completed,0.202,0.1799,B,Debt Consolidation,CT,Other,Employed,"$100,000+",31250.0,10000,2011-09-23,361.47,2011
36,Completed,0.35797,0.3177,HR,Debt Consolidation,CA,Professional,Employed,"$25,000-49,999",4035.166667,4000,2012-02-14,173.71,2012
36,Completed,0.11296,0.092,A,Debt Consolidation,CA,Professional,Full-time,"$75,000-99,999",7916.666667,6000,2010-03-31,191.36,2010
60,Completed,0.20705,0.183,B,Debt Consolidation,FL,Other,Employed,"$25,000-49,999",2333.333333,11300,2012-04-18,288.79,2012
36,non-remittance,0.27467,0.2399,D,Debt Consolidation,IL,Professional,Employed,"$75,000-99,999",6500.0,2500,2011-09-30,98.07,2011
36,Completed,0.36336,0.339,HR,Business,FL,Accountant/CPA,Self-employed,"$50,000-74,999",5000.0,2000,2010-04-20,89.23,2010
12,Completed,0.20784,0.1304,C,Other,AL,Other,Employed,"$25,000-49,999",2624.0,3000,2012-05-25,266.96,2012
36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,DE,Other,Other,"$25,000-49,999",2750.0,4000,2012-02-16,173.71,2012
36,Completed,0.34731,0.3073,E,Other,WV,Other,Self-employed,"$75,000-99,999",8000.0,7500,2011-12-16,321.39,2011
36,non-remittance,0.24246,0.2049,C,Auto,CA,Other,Other,"$25,000-49,999",3339.333333,2000,2012-03-29,74.83,2012
36,non-remittance,0.37453,0.35,HR,Other,VA,Military Enlisted,Full-time,"$25,000-49,999",3577.0,1800,2010-01-22,81.42,2010
60,Completed,0.27554,0.2498,C,Debt Consolidation,GA,Professional,Self-employed,"$25,000-49,999",2083.333333,13000,2012-08-13,381.41,2012
36,Completed,0.18316,0.1469,B,Debt Consolidation,CA,Skilled Labor,Employed,"$50,000-74,999",5166.666667,8500,2012-04-23,293.37,2012
36,Completed,0.35689,0.3299,E,Business,GA,Tradesman - Electrician,Full-time,"$50,000-74,999",5083.333333,1500,2009-12-29,66.16,2009
60,non-remittance,0.17849,0.1551,A,Other,MA,Other,Employed,"$100,000+",12500.0,7000,2012-05-15,168.41,2012
36,non-remittance,0.30532,0.2699,D,Home Improvement,OR,Food Service,Employed,"$25,000-49,999",2083.333333,7000,2011-08-09,285.74,2011
36,non-remittance,0.35132,0.3149,E,Other,MN,Skilled Labor,Employed,"$25,000-49,999",3750.0,6000,2011-10-28,259.63,2011
36,Completed,0.18725,0.1509,B,Debt Consolidation,NY,Civil Service,Employed,"$50,000-74,999",4333.333333,7000,2013-04-26,242.97,2013
36,Completed,0.35797,0.3177,HR,Debt Consolidation,TX,Fireman,Employed,"$50,000-74,999",4166.666667,2000,2012-09-27,86.85,2012
36,Completed,0.11448,0.0935,A,Debt Consolidation,VA,Analyst,Full-time,"$75,000-99,999",7416.666667,11500,2010-01-08,367.57,2010
36,Completed,0.08591,0.0825,AA,Business,IN,Sales - Commission,Employed,"$75,000-99,999",6250.0,10000,2010-08-13,314.52,2010
60,Completed,0.21822,0.1939,B,Large Purchases,TN,Laborer,Employed,"$25,000-49,999",3750.0,6500,2013-01-23,170.01,2013
60,non-remittance,0.23318,0.2085,B,Large Purchases,OH,Postal Service,Employed,"$50,000-74,999",4416.666667,13000,2012-04-25,350.6,2012
36,Completed,0.09643,0.093,AA,Home Improvement,TX,Administrative Assistant,Full-time,"$25,000-49,999",3880.0,9000,2010-07-09,287.46,2010
36,Completed,0.38723,0.35,HR,Other,NY,Other,Employed,"$25,000-49,999",2916.666667,2000,2010-12-21,90.47,2010
36,Completed,0.37453,0.35,HR,Home Improvement,VA,Executive,Full-time,"$100,000+",8750.0,2500,2010-04-22,113.09,2010
36,non-remittance,0.35797,0.3177,HR,Large Purchases,NY,Professional,Self-employed,"$100,000+",10000.0,4000,2012-01-19,173.71,2012
36,Completed,0.27285,0.2346,D,Debt Consolidation,CA,Fireman,Employed,"$75,000-99,999",6666.666667,3000,2013-05-24,116.85,2013
36,Completed,0.34621,0.3099,E,Home Improvement,NC,Teacher,Employed,"$50,000-74,999",4500.0,4000,2011-08-30,171.98,2011
36,Completed,0.25781,0.2199,D,Other,FL,Other,Employed,"$25,000-49,999",2333.333333,7000,2012-08-20,267.3,2012
36,Completed,0.2951,0.2599,D,Business,TX,Other,Employed,"$100,000+",11666.666667,5000,2011-03-30,201.43,2011
36,Completed,0.37453,0.35,HR,Other,MO,Scientist,Full-time,"$75,000-99,999",7250.0,4000,2010-06-16,180.94,2010
36,Completed,0.17754,0.1414,B,Wedding Loans,CA,Computer Programmer,Employed,"$100,000+",9630.5,12880,2012-08-23,441.08,2012
36,Completed,0.27285,0.2346,D,Debt Consolidation,NJ,Construction,Employed,"$50,000-74,999",4583.333333,9000,2013-02-28,350.55,2013
36,Completed,0.17754,0.1414,B,Auto,WI,Laborer,Employed,"$25,000-49,999",3750.0,4000,2012-12-13,136.98,2012
36,Completed,0.17018,0.1485,B,Other,GA,Other,Full-time,"$100,000+",25166.666667,10000,2010-06-28,345.92,2010
36,Completed,0.35797,0.3177,HR,Other,CA,Other,Employed,"$1-24,999",750.0,4000,2012-01-24,173.71,2012
60,Completed,0.19364,0.1699,B,Business,IL,Other,Employed,"$75,000-99,999",6500.0,25000,2013-05-07,621.18,2013
36,Completed,0.36676,0.33,HR,Debt Consolidation,GA,Professional,Employed,"$100,000+",9000.0,3000,2010-09-03,132.33,2010
36,Completed,0.22742,0.1902,C,Taxes,MT,Clerical,Full-time,"$50,000-74,999",4583.333333,2500,2012-07-05,91.67,2012
60,Completed,0.23656,0.2118,C,Medical/Dental,HI,Other,Employed,"$25,000-49,999",2916.666667,5000,2012-11-08,135.77,2012
12,Completed,0.15077,0.0929,A,Other,FL,Professor,Full-time,"$25,000-49,999",3833.333333,2000,2011-09-23,175.17,2011
36,Completed,0.27467,0.2399,D,Debt Consolidation,FL,Professional,Self-employed,"$75,000-99,999",7166.666667,10000,2011-08-18,392.28,2011
36,Completed,0.10588,0.085,AA,Home Improvement,CA,Other,Full-time,"$100,000+",9166.666667,6000,2009-08-05,189.41,2009
60,non-remittance,0.23656,0.2118,C,Vacation,NY,Sales - Retail,Employed,"$50,000-74,999",4166.666667,9500,2012-11-21,257.97,2012
60,Completed,0.23477,0.2151,B,Debt Consolidation,TX,Accountant/CPA,Employed,"$100,000+",8850.0,15000,2011-12-09,410.12,2011
36,Completed,0.22135,0.199,C,Debt Consolidation,WI,Administrative Assistant,Full-time,"$25,000-49,999",2625.0,2100,2010-02-26,77.94,2010
36,Completed,0.37453,0.35,E,Debt Consolidation,CA,Computer Programmer,Full-time,"$50,000-74,999",5583.333333,5000,2009-10-14,224.65,2009
36,Completed,0.17322,0.1515,B,Debt Consolidation,NY,Analyst,Employed,"$75,000-99,999",6666.666667,7500,2010-10-07,260.54,2010
36,Completed,0.14358,0.1154,A,Debt Consolidation,IL,Civil Service,Employed,"$50,000-74,999",4750.0,7000,2011-12-30,230.97,2011
36,Completed,0.35797,0.3177,HR,Home Improvement,NM,Other,Other,"$50,000-74,999",5000.0,4000,2012-02-28,173.71,2012
36,Completed,0.33665,0.2969,E,Home Improvement,NJ,Postal Service,Employed,"$25,000-49,999",3000.0,4000,2012-07-30,169.13,2012
36,Completed,0.21434,0.1774,C,Debt Consolidation,WI,Civil Service,Employed,"$50,000-74,999",4876.333333,10000,2012-11-21,360.22,2012
36,Completed,0.10373,0.082,A,Auto,GA,Other,Part-time,"$25,000-49,999",2166.666667,1600,2010-01-26,50.29,2010
60,non-remittance,0.23477,0.2151,B,Debt Consolidation,CA,Sales - Retail,Employed,"$75,000-99,999",8166.666667,15000,2011-11-21,410.12,2011
60,Completed,0.20358,0.1845,B,Other,OH,Computer Programmer,Employed,"$75,000-99,999",7833.333333,5000,2012-04-17,128.19,2012
60,Completed,0.32989,0.3027,D,Large Purchases,GA,Analyst,Employed,"$100,000+",10833.333333,10000,2011-12-29,325.19,2011
36,non-remittance,0.28675,0.2635,D,Other,TX,Sales - Commission,Full-time,"$50,000-74,999",5200.0,4000,2009-10-08,161.91,2009
36,non-remittance,0.35797,0.3177,HR,Home Improvement,IL,Professional,Employed,"$50,000-74,999",5220.0,3750,2012-12-24,162.85,2012
36,Completed,0.27285,0.2346,D,Debt Consolidation,MD,Professor,Employed,"$25,000-49,999",3302.666667,3500,2013-03-18,136.32,2013
36,Completed,0.27467,0.2399,D,Debt Consolidation,IL,Computer Programmer,Self-employed,"$100,000+",25000.0,15000,2011-07-29,588.41,2011
36,Completed,0.38723,0.35,HR,Business,AZ,Military Enlisted,Employed,"$1-24,999",1422.416667,5500,2010-09-29,248.8,2010
60,Completed,0.28386,0.2579,D,Debt Consolidation,OH,Other,Employed,"$75,000-99,999",7750.0,15000,2013-08-26,447.24,2013
36,Completed,0.06888,0.0655,AA,Other,WI,Skilled Labor,Employed,"$25,000-49,999",3541.666667,15000,2011-02-04,460.08,2011
36,Completed,0.08191,0.0785,AA,Home Improvement,GA,Computer Programmer,Employed,"$25,000-49,999",2916.666667,15000,2010-10-12,469.01,2010
36,Completed,0.18173,0.1599,B,Debt Consolidation,TX,Sales - Retail,Employed,"$1-24,999",833.333333,2000,2011-07-19,70.3,2011
36,Completed,0.1322,0.111,A,Home Improvement,VA,Analyst,Employed,"$100,000+",10750.0,24500,2011-10-28,803.26,2011
36,Completed,0.38058,0.3435,E,Debt Consolidation,WA,Retail Management,Employed,"$50,000-74,999",5000.0,4000,2010-10-28,179.48,2010
60,non-remittance,0.28324,0.2573,D,Other,SC,Other,Other,"$50,000-74,999",4333.333333,15000,2012-08-17,446.71,2012
36,Completed,0.28851,0.2499,D,Home Improvement,NY,Skilled Labor,Employed,"$75,000-99,999",7291.666667,5000,2012-05-15,198.77,2012
36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,FL,Professional,Employed,"$50,000-74,999",5416.666667,4000,2012-11-21,173.71,2012
36,Completed,0.30285,0.2639,E,Debt Consolidation,PA,Accountant/CPA,Employed,"$50,000-74,999",4333.333333,4000,2013-03-28,161.99,2013
36,Completed,0.13697,0.1089,A,Debt Consolidation,CT,Computer Programmer,Employed,"$100,000+",9583.333333,10000,2013-07-25,326.87,2013
36,Completed,0.35797,0.3177,HR,Debt Consolidation,OH,Professional,Employed,"$25,000-49,999",4050.0,4000,2011-12-14,173.71,2011
36,non-remittance,0.35643,0.3199,E,Debt Consolidation,IL,Executive,Employed,"$100,000+",19000.0,7500,2011-08-01,326.62,2011
36,Completed,0.29486,0.2561,D,Debt Consolidation,NE,Food Service,Employed,"$25,000-49,999",3750.0,3000,2011-11-30,120.25,2011
12,Completed,0.23554,0.1576,C,Home Improvement,FL,Other,Other,"$50,000-74,999",4583.333333,4000,2012-05-30,361.05,2012
60,Completed,0.29567,0.2694,E,Home Improvement,FL,Police Officer/Correction Officer,Employed,"$75,000-99,999",7500.0,10000,2014-01-13,304.99,2014
36,Completed,0.35797,0.3177,HR,Other,TX,Other,Other,"$1-24,999",583.333333,4000,2012-05-04,173.71,2012
60,Completed,0.22207,0.1999,C,Business,MO,Construction,Employed,"$100,000+",8750.0,15000,2011-04-29,397.32,2011
36,non-remittance,0.35797,0.3177,HR,Home Improvement,MI,Retail Management,Employed,"$25,000-49,999",2500.0,2500,2012-05-08,108.57,2012
36,Completed,0.35797,0.3177,HR,Cosmetic Procedure,CA,Other,Self-employed,"$1-24,999",833.333333,4000,2012-02-14,173.71,2012
36,Completed,0.29486,0.2561,D,Debt Consolidation,WA,Other,Employed,"$25,000-49,999",3100.0,3700,2011-12-06,148.31,2011
36,non-remittance,0.35797,0.3177,HR,Household Expenses,NY,Accountant/CPA,Self-employed,"$25,000-49,999",2666.666667,3900,2012-02-28,169.36,2012
36,non-remittance,0.2951,0.2599,D,Debt Consolidation,LA,Sales - Commission,Employed,"$25,000-49,999",2666.666667,4000,2011-03-31,161.14,2011
36,Completed,0.37453,0.35,HR,Debt Consolidation,MD,Other,Full-time,"$50,000-74,999",5000.0,6300,2010-06-21,284.99,2010
60,Completed,0.2893,0.2632,D,Debt Consolidation,GA,Police Officer/Correction Officer,Employed,"$25,000-49,999",3000.0,3800,2012-09-11,114.49,2012
36,Completed,0.25259,0.2148,C,Debt Consolidation,MN,Professional,Employed,"$50,000-74,999",4966.666667,13000,2012-04-30,492.99,2012
60,Completed,0.20879,0.1847,B,Debt Consolidation,NY,Clerical,Employed,"$25,000-49,999",3416.666667,16000,2012-12-27,410.4,2012
36,non-remittance,0.25259,0.2148,C,Debt Consolidation,NJ,Chemist,Employed,"$50,000-74,999",4500.0,9000,2012-06-29,341.3,2012
36,Completed,0.12309,0.102,A,Debt Consolidation,NC,Civil Service,Full-time,"$50,000-74,999",5250.0,8500,2010-04-20,245.02,2010
